ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	8.793205	-0.6749378	3.7737193
OAS1_0003_MR1	11.07732	0.53865355	10.389962
OAS1_0010_MR1	8.404884	-0.82355154	4.7764826
OAS1_0011_MR1	12.473403	0.23351102	10.078274
OAS1_0013_MR1	12.726296	0.0019225887	10.166092
OAS1_0015_MR1	6.9453483	0.15685669	3.5701377
OAS1_0016_MR1	8.871442	-0.8373785	5.058982
OAS1_0018_MR1	7.5912743	0.83886117	3.111528
OAS1_0019_MR1	11.077861	-0.07413602	10.654962
OAS1_0020_MR1	8.895292	-0.80864066	4.1827965
OAS1_0021_MR1	7.403974	1.472725	3.4655628
OAS1_0022_MR1	6.450404	0.0883162	3.858934
OAS1_0023_MR1	7.4188333	0.8668053	3.8515048
OAS1_0026_MR1	13.421193	0.2844066	10.73879
OAS1_0028_MR1	7.520171	1.4089752	3.2333677
OAS1_0030_MR1	12.804471	-0.7264767	10.096187
OAS1_0031_MR1	11.186232	0.22835428	10.419902
OAS1_0032_MR1	12.746151	-1.3414091	9.647042
OAS1_0033_MR1	13.12611	0.26091057	10.587431
OAS1_0034_MR1	6.758544	-0.55524874	4.1794305
OAS1_0035_MR1	10.509632	0.12600753	10.08763
OAS1_0039_MR1	10.744755	0.35164452	10.414628
OAS1_0041_MR1	6.9708896	-0.6708166	4.344257
OAS1_0042_MR1	7.4737797	1.1218449	3.3615663
OAS1_0044_MR1	8.308798	-1.1519158	4.408713
OAS1_0046_MR1	8.089458	-0.7314223	4.5386615
OAS1_0052_MR1	8.265473	-0.6432464	4.8207736
OAS1_0053_MR1	12.674527	-0.6279526	10.331388
OAS1_0056_MR1	12.781412	-0.36060593	10.036522
OAS1_0058_MR1	12.362916	-0.11647733	10.862322
OAS1_0060_MR1	7.0483236	0.921077	3.8963668
OAS1_0062_MR1	8.624247	-0.7025106	3.7204227
OAS1_0064_MR1	7.785585	0.14072046	3.105291
OAS1_0065_MR1	6.7091126	0.016148174	3.7028196
OAS1_0066_MR1	12.669061	-1.3138224	10.151262
OAS1_0067_MR1	7.537807	0.9362315	2.862262
OAS1_0068_MR1	11.506545	0.19195826	10.9653015
OAS1_0069_MR1	11.74077	-0.26227525	10.903093
OAS1_0070_MR1	13.481918	0.122637115	10.635725
OAS1_0071_MR1	11.626235	0.28087044	10.73728
OAS1_0072_MR1	11.498513	0.65643096	10.398101
OAS1_0073_MR1	7.514349	0.43485218	3.881452
OAS1_0074_MR1	12.812996	-1.2185036	9.9963455
OAS1_0075_MR1	10.503379	0.6225813	10.334592
OAS1_0078_MR1	7.2705398	0.438472	2.9477572
OAS1_0082_MR1	10.519959	0.37860805	10.243781
