ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	5.418762	3.151815	9.734675
OAS1_0003_MR1	9.008355	1.6779629	7.7158217
OAS1_0010_MR1	6.544196	3.7588835	9.47105
OAS1_0011_MR1	9.060402	1.8404022	8.704311
OAS1_0013_MR1	9.415874	1.6615027	9.176409
OAS1_0015_MR1	4.962584	3.6318016	8.16961
OAS1_0016_MR1	6.9980693	3.194063	9.53563
OAS1_0018_MR1	4.1547937	4.2766128	7.860801
OAS1_0019_MR1	9.521763	1.3460916	7.725721
OAS1_0020_MR1	6.2351136	3.0731008	9.78911
OAS1_0021_MR1	4.879814	4.560121	7.2332435
OAS1_0022_MR1	5.0264745	3.1242719	7.648313
OAS1_0023_MR1	5.1300807	4.5726905	8.05437
OAS1_0026_MR1	10.213603	1.9903178	8.774755
OAS1_0028_MR1	4.4815483	4.099941	7.1597595
OAS1_0030_MR1	8.763604	1.3950949	9.509464
OAS1_0031_MR1	9.63102	1.6018347	8.020677
OAS1_0032_MR1	7.943836	2.1250389	9.748779
OAS1_0033_MR1	9.846292	1.8131974	8.990055
OAS1_0034_MR1	5.537239	2.8573446	8.179655
OAS1_0035_MR1	9.9184065	1.4817997	7.4825873
OAS1_0039_MR1	9.361493	1.3158706	7.27803
OAS1_0041_MR1	5.99451	3.2429607	8.5512295
OAS1_0042_MR1	4.496124	4.55189	7.45489
OAS1_0044_MR1	6.0334654	3.064929	9.228935
OAS1_0046_MR1	6.2480927	4.2114725	9.079619
OAS1_0052_MR1	6.46087	3.808011	9.3393
OAS1_0053_MR1	9.142541	1.2068837	9.83281
OAS1_0056_MR1	9.170781	1.729193	9.526978
OAS1_0058_MR1	9.235575	1.0922892	8.666247
OAS1_0060_MR1	5.4418902	4.136782	7.588551
OAS1_0062_MR1	5.4753447	3.3296528	9.848741
OAS1_0064_MR1	4.337769	3.8252542	8.59201
OAS1_0065_MR1	4.8250637	3.2382627	8.0021105
OAS1_0066_MR1	8.359251	1.8580589	9.765956
OAS1_0067_MR1	4.15629	3.8245962	7.2700853
OAS1_0068_MR1	9.224583	0.758848	7.646365
OAS1_0069_MR1	9.766751	0.55550694	8.216554
OAS1_0070_MR1	10.215773	2.241098	9.041874
OAS1_0071_MR1	8.918739	0.83740944	7.916809
OAS1_0072_MR1	8.479245	1.4387685	7.9821067
OAS1_0073_MR1	4.965255	4.4260335	8.503498
OAS1_0074_MR1	8.380569	1.675787	9.9308605
OAS1_0075_MR1	9.269595	1.5443724	6.9141026
OAS1_0078_MR1	4.048536	3.4614935	7.787361
OAS1_0082_MR1	9.775923	1.7306566	7.2150435
OAS1_0083_MR1	9.722571	0.97290045	7.77687
OAS1_0084_MR1	4.0443697	3.9668853	8.205987
OAS1_0085_MR1	9.726493	0.8862235	8.239158
OAS1_0086_MR1	4.8699827	3.7382867	9.265193
OAS1_0094_MR1	3.9254084	3.6376247	7.4701
OAS1_0096_MR1	9.457807	1.7297255	7.179582
OAS1_0098_MR1	9.7582245	1.680475	8.517373
OAS1_0106_MR1	5.210598	2.8482	8.308114
OAS1_0109_MR1	8.626088	1.4311539	7.745871
OAS1_0110_MR1	9.566537	2.1454895	9.068958
OAS1_0112_MR1	6.284525	3.4499385	9.31207
OAS1_0113_MR1	9.581024	0.5676576	7.8661036
OAS1_0114_MR1	4.74454	4.607619	7.8829064
OAS1_0115_MR1	5.1936173	2.7452817	7.383309
OAS1_0116_MR1	9.471571	1.8283257	8.524364
