ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	-2.6758764	9.89495	11.490435
OAS1_0003_MR1	5.6863127	8.037163	5.880163
OAS1_0010_MR1	-2.5749366	9.925754	10.403741
OAS1_0011_MR1	6.838454	8.713684	6.205126
OAS1_0013_MR1	7.119424	8.71334	6.342979
OAS1_0015_MR1	-3.2449145	5.7315607	9.067301
OAS1_0016_MR1	-2.3580847	10.245044	10.519248
OAS1_0018_MR1	-3.0441332	6.913952	10.101559
OAS1_0019_MR1	5.429807	8.250746	6.44124
OAS1_0020_MR1	-2.6744492	9.902537	11.399872
OAS1_0021_MR1	-3.1252666	6.5636697	9.688694
OAS1_0022_MR1	-2.8957746	5.1473894	8.641697
OAS1_0023_MR1	-3.4225771	6.784633	9.22448
OAS1_0026_MR1	6.588939	8.956778	7.336994
OAS1_0028_MR1	-3.0664587	6.502514	9.919023
OAS1_0030_MR1	7.8186893	8.8280945	6.1369295
OAS1_0031_MR1	5.476569	8.210905	6.468327
OAS1_0032_MR1	8.088505	9.303892	6.591486
OAS1_0033_MR1	6.627816	8.917617	7.2165775
OAS1_0034_MR1	-3.2161555	8.719437	10.845266
OAS1_0035_MR1	4.741834	7.8479986	5.8809314
OAS1_0039_MR1	4.9789453	8.002061	6.06733
OAS1_0041_MR1	-3.2885668	8.901239	10.882936
OAS1_0042_MR1	-3.097322	7.0031924	9.645676
OAS1_0044_MR1	-2.854375	9.313994	10.834675
OAS1_0046_MR1	-2.7370045	9.842576	10.429942
OAS1_0052_MR1	-2.5555346	9.732165	10.123487
OAS1_0053_MR1	7.573484	8.544456	6.18651
OAS1_0056_MR1	7.386619	8.814994	6.3405943
OAS1_0058_MR1	5.8533025	8.451688	7.0052834
OAS1_0060_MR1	-3.4322026	6.4834228	8.993594
OAS1_0062_MR1	-2.650785	9.81395	11.343696
OAS1_0064_MR1	-2.978501	7.3564663	10.3380575
OAS1_0065_MR1	-2.98571	5.251035	8.817523
OAS1_0066_MR1	8.065695	8.872277	6.278108
OAS1_0067_MR1	-2.6477273	6.294243	10.179826
OAS1_0068_MR1	5.154366	7.909346	7.0062556
OAS1_0069_MR1	4.831412	8.091609	7.368634
OAS1_0070_MR1	6.6050243	8.980781	7.394224
OAS1_0071_MR1	5.1983056	7.8733883	6.9934945
OAS1_0072_MR1	6.045307	8.080654	5.81872
OAS1_0073_MR1	-3.2731118	7.6031117	9.438508
OAS1_0074_MR1	8.07713	8.893254	6.299026
OAS1_0075_MR1	4.748274	7.7609706	6.040109
OAS1_0078_MR1	-2.7787597	5.9576974	9.821438
OAS1_0082_MR1	4.694044	7.858044	5.8576093
OAS1_0083_MR1	5.1962876	8.256634	6.7443132
OAS1_0084_MR1	-2.9851203	6.8497534	10.266562
OAS1_0085_MR1	5.2443137	8.281432	7.1306763
OAS1_0086_MR1	-3.0671787	7.9425693	10.5884495
OAS1_0094_MR1	-2.6465137	6.30102	10.187988
OAS1_0096_MR1	4.9029903	7.8940268	5.8493447
OAS1_0098_MR1	6.319116	8.703821	7.02165
OAS1_0106_MR1	-3.1216924	8.605987	10.764688
OAS1_0109_MR1	6.073869	8.154231	5.7560616
OAS1_0110_MR1	6.8264523	8.720409	6.5453234
OAS1_0112_MR1	-2.4858232	10.016758	10.446744
OAS1_0113_MR1	5.0203705	8.070361	7.209548
OAS1_0114_MR1	-3.3792827	6.692933	9.307564
OAS1_0115_MR1	-2.772988	5.1754537	8.354408
OAS1_0116_MR1	6.407599	8.593941	6.4854198
OAS1_0120_MR1	7.597692	8.863475	6.3685703
OAS1_0122_MR1	7.1759253	8.963739	6.668927
OAS1_0123_MR1	-2.7282658	9.918944	11.450404
OAS1_0124_MR1	7.561661	8.909482	6.4429765
OAS1_0130_MR1	-3.48324	6.536123	9.069375
OAS1_0133_MR1	-3.0852325	5.5110445	9.129676
OAS1_0134_MR1	-3.2030034	7.915188	9.565485
OAS1_0135_MR1	-3.0791612	7.838112	10.466974
OAS1_0137_MR1	6.9574056	8.822779	6.257442
OAS1_0138_MR1	4.7676754	7.661915	6.2303753
OAS1_0139_MR1	-2.9147449	9.720678	11.080189
OAS1_0142_MR1	6.6884384	8.933212	7.057098
OAS1_0143_MR1	-2.892436	9.78335	10.263722
OAS1_0146_MR1	-3.0942895	7.775478	9.776689
OAS1_0155_MR1	-2.488915	10.193597	10.682163
OAS1_0157_MR1	-2.287842	10.316993	10.559537
OAS1_0158_MR1	8.023789	9.004518	6.365402
OAS1_0161_MR1	5.836261	8.42606	6.979687
OAS1_0164_MR1	7.8375783	8.769622	6.212756
OAS1_0165_MR1	7.4440365	8.454567	6.233566
OAS1_0166_MR1	6.510858	8.890183	7.3315043
OAS1_0169_MR1	-3.05557	8.149362	10.629568
OAS1_0170_MR1	6.3201523	8.271815	5.8898835
OAS1_0176_MR1	-3.2976584	8.060387	9.536055
OAS1_0177_MR1	-2.9568403	7.705277	10.567699
OAS1_0179_MR1	4.8949285	8.009084	7.312913
OAS1_0180_MR1	-2.7790527	9.951892	11.430669
OAS1_0181_MR1	-2.7356586	9.834496	10.165902
OAS1_0184_MR1	-3.185739	6.6873565	10.016656
OAS1_0185_MR1	-2.943839	5.172348	8.70248
OAS1_0186_MR1	-2.9652398	8.284762	10.63069
OAS1_0188_MR1	7.039484	9.128011	6.532125
OAS1_0195_MR1	-3.1002529	5.766596	8.482013
OAS1_0197_MR1	-3.1704795	8.232256	9.638815
OAS1_0199_MR1	-3.1110651	6.7464457	9.478017
OAS1_0200_MR1	-2.8906965	5.306672	8.327691
OAS1_0201_MR1	-3.0761104	5.5540133	9.152245
OAS1_0203_MR1	5.1025677	7.9625087	7.0472875
