ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	3.8426528	0.69366056	9.647302
OAS1_0003_MR1	8.728965	1.7985634	8.155582
OAS1_0010_MR1	3.5117478	1.5960542	9.708429
OAS1_0011_MR1	8.110154	2.4444854	8.41595
OAS1_0013_MR1	7.947684	2.550616	8.780593
OAS1_0015_MR1	3.1760132	0.6339521	8.338966
OAS1_0016_MR1	4.025246	1.8074338	9.67545
OAS1_0018_MR1	2.987469	-0.1944455	8.354215
OAS1_0019_MR1	8.904424	1.791823	8.579791
OAS1_0020_MR1	4.029675	1.2956781	9.776311
OAS1_0021_MR1	2.5429735	-0.012801939	7.8587346
OAS1_0022_MR1	3.484297	0.7722514	7.8941736
OAS1_0023_MR1	2.570612	0.47038642	8.379122
OAS1_0026_MR1	8.562566	2.7847857	9.069695
OAS1_0028_MR1	3.0500495	-0.26251283	7.858772
OAS1_0030_MR1	7.2642045	2.4612947	8.835806
OAS1_0031_MR1	8.80545	2.0732117	8.585691
OAS1_0032_MR1	6.518749	2.5913224	8.87353
OAS1_0033_MR1	8.293603	2.6764836	8.923968
OAS1_0034_MR1	3.7211127	1.1631039	8.333731
OAS1_0035_MR1	9.249938	1.7337805	8.76378
OAS1_0039_MR1	9.128353	1.5109655	8.393115
OAS1_0041_MR1	3.5312002	1.4350369	8.808528
OAS1_0042_MR1	2.6841102	-0.16205806	8.033021
OAS1_0044_MR1	3.8891313	1.3683558	9.343359
OAS1_0046_MR1	3.189193	1.473127	9.628709
OAS1_0052_MR1	3.497526	1.6378345	9.628601
OAS1_0053_MR1	7.3606167	2.556616	9.1617365
OAS1_0056_MR1	7.6213727	2.69004	8.758757
OAS1_0058_MR1	8.15301	1.9803091	8.811209
OAS1_0060_MR1	2.7298107	0.6730652	7.9247537
OAS1_0062_MR1	3.836043	0.8140373	9.645516
OAS1_0064_MR1	3.33753	0.061995223	8.757072
OAS1_0065_MR1	3.4864967	0.6215139	8.178383
OAS1_0066_MR1	6.831353	2.5825322	9.067691
OAS1_0067_MR1	3.3450837	-0.36113623	7.922836
OAS1_0068_MR1	8.655368	1.2809839	8.669542
OAS1_0069_MR1	8.523814	1.547241	9.193406
OAS1_0070_MR1	8.416032	2.965514	9.151457
OAS1_0071_MR1	8.478581	1.4460212	8.479206
OAS1_0072_MR1	8.344785	1.6896187	8.058971
OAS1_0073_MR1	2.7300234	0.4938362	8.787105
OAS1_0074_MR1	6.8658276	2.6189227	8.907147
OAS1_0075_MR1	9.291784	1.3303776	8.416289
OAS1_0078_MR1	3.5839443	-0.103833556	8.045551
OAS1_0082_MR1	9.392524	1.6514233	8.626795
OAS1_0083_MR1	8.8398	1.5940413	8.852996
OAS1_0084_MR1	3.2663329	-0.18331903	8.518291
OAS1_0085_MR1	8.587235	1.7368418	9.037621
OAS1_0086_MR1	3.396093	0.42628375	9.236772
OAS1_0094_MR1	3.5385475	-0.3415238	8.010327
OAS1_0096_MR1	9.318365	1.5742944	8.409275
OAS1_0098_MR1	8.539459	2.3899586	8.779412
OAS1_0106_MR1	3.7299993	0.9967375	8.435641
OAS1_0109_MR1	8.493476	1.6146362	8.018594
OAS1_0110_MR1	8.190209	2.845294	8.684262
OAS1_0112_MR1	3.6922116	1.4034454	9.57987
OAS1_0113_MR1	8.663492	1.3775418	8.986433
OAS1_0114_MR1	2.5768056	0.21783642	8.239941
OAS1_0115_MR1	3.782432	0.739936	7.666779
OAS1_0116_MR1	8.461134	2.4704928	8.568901
OAS1_0120_MR1	7.3427367	2.9165797	8.82841
OAS1_0122_MR1	7.8929033	2.8098977	8.813864
OAS1_0123_MR1	3.7991416	0.9938051	9.80459
OAS1_0124_MR1	7.641048	2.9241557	8.644778
OAS1_0130_MR1	2.8307362	0.6271305	8.258401
OAS1_0133_MR1	3.541676	0.26724458	8.007366
OAS1_0134_MR1	2.8558493	0.6086723	9.148897
OAS1_0135_MR1	3.3290718	0.31383398	9.254194
OAS1_0137_MR1	7.888546	2.8770747	8.467332
OAS1_0138_MR1	9.048882	1.068433	8.363783
OAS1_0139_MR1	3.5164657	0.92170185	9.608831
OAS1_0142_MR1	8.204168	2.6411645	9.183227
OAS1_0143_MR1	3.2208436	1.2049849	9.423407
OAS1_0146_MR1	2.943013	0.5185295	8.860839
OAS1_0155_MR1	3.826982	1.6246505	9.850955
OAS1_0157_MR1	4.2019157	1.9411745	9.517801
OAS1_0158_MR1	6.97217	2.698084	8.801952
OAS1_0161_MR1	8.35044	2.0808847	9.014757
OAS1_0164_MR1	7.203519	2.6461725	9.002977
OAS1_0165_MR1	7.7333827	2.260432	9.111903
OAS1_0166_MR1	8.678728	2.603082	8.842994
OAS1_0169_MR1	3.6884398	0.5326833	8.887033
OAS1_0170_MR1	8.30798	1.8899956	8.238833
OAS1_0176_MR1	2.7650168	0.82829636	9.184228
OAS1_0177_MR1	3.5251746	0.18576992	8.98954
OAS1_0179_MR1	8.554387	1.2357233	9.011819
OAS1_0180_MR1	3.6004012	1.090255	9.856804
OAS1_0181_MR1	3.1604307	1.4047089	9.195399
OAS1_0184_MR1	2.8160996	0.04098508	8.344641
OAS1_0185_MR1	3.2864153	0.86262834	7.959175
OAS1_0186_MR1	3.592314	0.78674775	9.077615
OAS1_0188_MR1	7.8387322	3.187853	8.584334
OAS1_0195_MR1	3.1631744	1.0378294	7.6504107
OAS1_0197_MR1	3.0095105	1.0130861	9.399825
OAS1_0199_MR1	2.4330716	0.06735901	8.054791
OAS1_0200_MR1	3.3985016	0.9287687	7.6669564
OAS1_0201_MR1	3.6686447	0.29244313	8.050528
OAS1_0203_MR1	8.668128	1.2497789	8.32029
