ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	7.111495	7.029247	7.195151
OAS1_0003_MR1	3.6286802	7.396363	3.5411692
OAS1_0010_MR1	7.108582	8.024263	8.173036
OAS1_0011_MR1	4.655012	8.284224	3.5313327
OAS1_0013_MR1	5.0697823	8.410494	3.2951872
OAS1_0015_MR1	5.4771833	6.2227263	8.509751
OAS1_0016_MR1	6.995357	8.323059	7.5039477
OAS1_0018_MR1	4.865439	6.3468485	7.4482875
OAS1_0019_MR1	4.2369	7.0244594	2.9543133
OAS1_0020_MR1	7.205604	7.5788274	7.256918
OAS1_0021_MR1	4.2479005	6.9868765	7.5491886
OAS1_0022_MR1	5.4027243	5.994302	9.162038
OAS1_0023_MR1	4.9398813	7.12755	8.136509
OAS1_0026_MR1	6.009433	7.8303666	3.114031
OAS1_0028_MR1	4.28825	6.674108	7.228529
OAS1_0030_MR1	4.989681	9.237791	3.1739876
OAS1_0031_MR1	4.2474523	7.3432574	3.337679
OAS1_0032_MR1	5.559562	9.6839075	3.974716
OAS1_0033_MR1	5.6366434	7.928176	3.0874586
OAS1_0034_MR1	6.3346806	6.206668	9.09471
OAS1_0035_MR1	4.4651847	6.847151	3.818829
OAS1_0039_MR1	3.892372	6.9925556	3.6381621
OAS1_0041_MR1	6.605392	6.5701585	9.012127
OAS1_0042_MR1	4.576086	6.7358255	7.636755
OAS1_0044_MR1	7.175281	7.0123887	8.17525
OAS1_0046_MR1	7.0219917	7.666322	8.4438505
OAS1_0052_MR1	6.819541	8.0081625	8.271601
OAS1_0053_MR1	4.9881296	9.032242	2.868137
OAS1_0056_MR1	5.1316476	8.850162	3.343552
OAS1_0058_MR1	4.733992	8.086727	2.5941849
OAS1_0060_MR1	4.739293	6.9536977	8.563781
OAS1_0062_MR1	7.191058	6.8808975	7.3887625
OAS1_0064_MR1	5.687212	6.0806494	7.4920607
OAS1_0065_MR1	5.621166	6.000666	8.776637
OAS1_0066_MR1	4.8672733	9.835076	3.4804158
OAS1_0067_MR1	4.581117	6.10395	7.161853
OAS1_0068_MR1	3.7915154	7.3964515	2.506965
OAS1_0069_MR1	4.416232	7.526108	2.1886535
OAS1_0070_MR1	5.969238	7.9820876	2.762521
OAS1_0071_MR1	3.7359664	7.75635	2.671513
OAS1_0072_MR1	3.4912994	7.8749194	3.2794034
OAS1_0073_MR1	5.4157925	6.979241	8.143452
OAS1_0074_MR1	5.1141763	9.767841	3.4496412
OAS1_0075_MR1	3.7189672	6.7190604	4.016423
OAS1_0078_MR1	5.043383	5.7691936	7.795338
OAS1_0082_MR1	4.1393356	6.783994	4.084434
OAS1_0083_MR1	4.314795	7.050718	2.7762365
OAS1_0084_MR1	5.3546066	6.1023326	7.43014
OAS1_0085_MR1	4.495848	7.5168896	2.419645
OAS1_0086_MR1	6.380984	6.4332914	7.5176177
OAS1_0094_MR1	4.811196	5.838956	7.1721497
OAS1_0096_MR1	3.7675617	7.0135746	3.9118552
OAS1_0098_MR1	5.2759213	7.641413	2.991796
OAS1_0106_MR1	6.2690954	6.1223097	9.036051
OAS1_0109_MR1	3.5124576	7.673434	3.1211927
OAS1_0110_MR1	5.2460685	7.9948397	3.4217792
OAS1_0112_MR1	7.0887127	7.7867365	7.94517
OAS1_0113_MR1	4.174841	7.401672	2.3190901
OAS1_0114_MR1	4.593432	6.801593	7.950873
OAS1_0115_MR1	5.033904	5.8804636	9.5197735
OAS1_0116_MR1	4.975015	7.5562663	3.2514303
OAS1_0120_MR1	5.4037795	9.192009	3.3517294
OAS1_0122_MR1	5.593606	8.593159	3.2125747
OAS1_0123_MR1	7.3602037	7.1804843	7.423326
OAS1_0124_MR1	5.616639	8.798672	3.5181065
OAS1_0130_MR1	5.052013	6.622786	8.460746
OAS1_0133_MR1	5.1927805	5.880554	8.540332
OAS1_0134_MR1	5.99039	7.1947618	8.038993
OAS1_0135_MR1	6.2246146	6.494114	7.4116235
OAS1_0137_MR1	5.1350927	8.468934	3.7867742
OAS1_0138_MR1	3.4867542	6.816951	3.589444
OAS1_0139_MR1	6.9358487	6.9549055	7.725355
OAS1_0142_MR1	5.4937515	8.089766	2.648129
OAS1_0143_MR1	7.0540605	7.4962597	8.315429
OAS1_0146_MR1	5.9063582	6.701064	8.138502
OAS1_0155_MR1	6.8377633	8.044847	7.63116
OAS1_0157_MR1	7.085642	8.492729	7.390838
OAS1_0158_MR1	5.3046885	9.618371	3.6141274
OAS1_0161_MR1	4.9274116	7.820458	2.5768094
OAS1_0164_MR1	5.039938	9.551273	3.123977
OAS1_0165_MR1	4.923238	8.674797	2.6591067
OAS1_0166_MR1	5.683886	7.5552206	3.0947888
OAS1_0169_MR1	6.360627	6.023041	7.9679046
OAS1_0170_MR1	3.9858515	8.063649	3.2890267
OAS1_0176_MR1	6.289819	7.3012	8.334702
OAS1_0177_MR1	6.041267	6.022915	7.6018333
OAS1_0179_MR1	4.038878	7.562017	2.1395857
OAS1_0180_MR1	7.305622	7.288605	7.765784
OAS1_0181_MR1	6.692865	7.3493156	8.645923
OAS1_0184_MR1	4.792071	6.444873	7.7310314
OAS1_0185_MR1	5.4438963	6.2537894	9.019302
OAS1_0186_MR1	6.542681	6.2651725	7.915845
OAS1_0188_MR1	5.7050786	8.442955	3.8589582
OAS1_0195_MR1	4.859567	6.7225757	9.19352
OAS1_0197_MR1	6.459921	7.497682	8.2334
OAS1_0199_MR1	4.3559327	7.166338	7.873532
OAS1_0200_MR1	5.0195894	6.2386775	9.331079
OAS1_0201_MR1	5.3193827	5.7562766	8.514638
OAS1_0203_MR1	3.556687	7.3062887	2.926638
