ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	1.8599026	2.7522779	1.3186259
OAS1_0003_MR1	6.579797	2.1010637	0.7652302
OAS1_0010_MR1	2.976486	2.2341082	1.549985
OAS1_0011_MR1	5.986227	1.3372988	0.6254696
OAS1_0013_MR1	6.02	0.80010366	0.40886825
OAS1_0015_MR1	2.6739533	4.1396933	1.9525061
OAS1_0016_MR1	3.2352464	1.9420737	1.1184866
OAS1_0018_MR1	2.620395	4.563059	2.9010007
OAS1_0019_MR1	7.0309515	1.7949897	0.54656285
OAS1_0020_MR1	2.4377291	2.2219086	1.0179319
OAS1_0021_MR1	3.5287743	4.2748504	2.9844072
OAS1_0022_MR1	3.0816853	4.5603347	1.5785487
OAS1_0023_MR1	2.9918282	3.7470036	2.714792
OAS1_0026_MR1	6.693635	0.5295838	0.952712
OAS1_0028_MR1	3.366461	4.784328	2.8155196
OAS1_0030_MR1	5.3946724	0.8998672	-0.00091802765
OAS1_0031_MR1	6.829304	1.5137013	0.6976733
OAS1_0032_MR1	4.4762983	1.0646547	0.34260744
OAS1_0033_MR1	6.4177427	0.61321175	0.61614555
OAS1_0034_MR1	2.9735398	4.000227	1.1241591
OAS1_0035_MR1	7.393086	1.6888219	0.8006905
OAS1_0039_MR1	7.189662	2.2080746	0.63886005
OAS1_0041_MR1	3.0661407	3.3281186	1.2900865
OAS1_0042_MR1	3.1430464	4.425135	3.0758586
OAS1_0044_MR1	2.6306345	2.7727394	1.066115
OAS1_0046_MR1	3.0278876	2.5878592	2.006873
OAS1_0052_MR1	2.9433317	2.323398	1.606851
OAS1_0053_MR1	5.6203256	0.4328159	-0.14219911
OAS1_0056_MR1	5.6152296	0.71235204	0.36793545
OAS1_0058_MR1	6.336566	1.3382162	0.03315525
OAS1_0060_MR1	3.4847405	3.9855037	2.286474
OAS1_0062_MR1	2.0057192	2.815753	1.3379847
OAS1_0064_MR1	2.0985956	4.172358	2.3132927
OAS1_0065_MR1	2.7177138	4.457124	1.6674482
OAS1_0066_MR1	4.895977	0.46550983	0.006226676
OAS1_0067_MR1	3.067878	5.0249124	2.6966188
OAS1_0068_MR1	7.0239816	2.0927312	-0.008521217
OAS1_0069_MR1	7.133981	1.356476	-0.2263152
OAS1_0070_MR1	6.438099	0.4058684	1.1390257
OAS1_0071_MR1	6.6691084	2.0557568	-0.02663082
OAS1_0072_MR1	6.1566944	2.2451298	0.41327137
OAS1_0073_MR1	2.5558314	3.6410856	2.5987923
OAS1_0074_MR1	4.8720202	0.6433119	0.06475234
OAS1_0075_MR1	7.302195	2.4668167	0.9179814
OAS1_0078_MR1	2.5423427	4.998128	2.2831106
OAS1_0082_MR1	7.4089403	1.9282625	1.0512451
OAS1_0083_MR1	7.2319045	1.6761845	0.23348407
OAS1_0084_MR1	2.2562041	4.553421	2.623947
OAS1_0085_MR1	6.985876	1.3643138	0.04701816
OAS1_0086_MR1	1.9480002	3.4476454	1.9544908
OAS1_0094_MR1	2.8088977	5.1334715	2.5816197
OAS1_0096_MR1	7.188923	2.1776495	1.0340474
OAS1_0098_MR1	6.657137	1.0264174	0.5974891
OAS1_0106_MR1	2.697576	4.1362615	1.1940855
OAS1_0109_MR1	6.370376	2.345262	0.50071573
OAS1_0110_MR1	6.063713	0.7348748	0.85403943
OAS1_0112_MR1	2.7504878	2.4923384	1.3183687
OAS1_0113_MR1	7.2606444	1.6901774	-0.15938686
OAS1_0114_MR1	2.9447324	4.072649	2.8929622
OAS1_0115_MR1	3.3883317	4.7569838	1.3018407
OAS1_0116_MR1	6.4113226	1.1796972	0.7796884
OAS1_0120_MR1	5.282689	0.4406985	0.47608802
OAS1_0122_MR1	5.8752275	0.57041043	0.6032145
OAS1_0123_MR1	2.1252031	2.431928	1.288373
OAS1_0124_MR1	5.481018	0.64638406	0.761306
OAS1_0130_MR1	3.003513	4.0138125	2.328833
OAS1_0133_MR1	2.6822553	4.7772675	1.980615
OAS1_0134_MR1	2.3120587	3.3064442	2.4567928
OAS1_0135_MR1	1.7936552	3.5083187	2.0921423
OAS1_0137_MR1	5.6330056	0.976266	0.8860473
OAS1_0138_MR1	7.112351	2.7091074	0.5660499
OAS1_0139_MR1	2.1623855	2.8156796	1.6832157
OAS1_0142_MR1	6.5043106	0.45007324	0.3958112
OAS1_0143_MR1	2.673913	2.8126264	1.7488422
OAS1_0146_MR1	2.3882024	3.7176113	2.3209286
OAS1_0155_MR1	2.8099585	2.039426	1.200022
OAS1_0157_MR1	3.4964585	1.8277534	0.93943614
OAS1_0158_MR1	5.0158963	0.819931	0.18906242
OAS1_0161_MR1	6.638288	1.0706209	0.1231104
OAS1_0164_MR1	5.3142977	0.5183185	-0.06024634
OAS1_0165_MR1	6.086937	0.7494298	-0.13791305
OAS1_0166_MR1	6.8431134	0.8431316	0.8351596
OAS1_0169_MR1	2.0885892	3.9239755	1.5393682
OAS1_0170_MR1	6.2680693	1.9132252	0.32888207
OAS1_0176_MR1	2.6101148	3.2496018	2.3286245
OAS1_0177_MR1	1.8798099	3.9685795	1.9896454
OAS1_0179_MR1	7.11245	1.8467938	-0.3528939
OAS1_0180_MR1	2.2834105	2.4043992	1.5105517
OAS1_0181_MR1	3.0408068	3.0042121	1.750434
OAS1_0184_MR1	2.6457314	4.3084373	2.7555275
OAS1_0185_MR1	3.1627839	4.3092046	1.7378689
OAS1_0186_MR1	2.2090132	3.5172226	1.5035886
OAS1_0188_MR1	5.489168	0.71702015	1.1783453
OAS1_0195_MR1	3.7192912	4.012119	1.7541989
OAS1_0197_MR1	2.530784	2.9110923	2.0854688
OAS1_0199_MR1	3.2779617	4.0261855	3.0805862
OAS1_0200_MR1	3.5124342	4.4261904	1.5628086
OAS1_0201_MR1	2.5019186	4.8355494	1.8457913
OAS1_0203_MR1	6.8575416	2.4096487	0.15362667
