ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	4.220271	12.058996	3.1494668
OAS1_0003_MR1	1.9352945	8.240413	0.92041135
OAS1_0010_MR1	4.2088833	12.085024	2.084131
OAS1_0011_MR1	1.7194902	9.091413	0.7155588
OAS1_0013_MR1	1.357225	9.380504	0.52001643
OAS1_0015_MR1	5.130211	10.930975	3.2392807
OAS1_0016_MR1	3.65229	11.741245	1.9216014
OAS1_0018_MR1	5.904478	11.004856	3.770003
OAS1_0019_MR1	1.4327413	8.110156	0.99347705
OAS1_0020_MR1	3.786062	11.9498	2.5352726
OAS1_0021_MR1	6.170934	10.434857	3.2042413
OAS1_0022_MR1	4.8553977	10.348891	3.3523073
OAS1_0023_MR1	5.8370023	11.080467	2.900446
OAS1_0026_MR1	0.7901479	9.150031	1.1621851
OAS1_0028_MR1	5.9399724	10.338193	3.7168152
OAS1_0030_MR1	1.749682	9.720083	0.068386875
OAS1_0031_MR1	1.3050551	8.40807	1.0108073
OAS1_0032_MR1	2.3836503	10.342828	0.44073302
OAS1_0033_MR1	0.9864858	9.252298	0.8056075
OAS1_0034_MR1	4.366131	10.686304	3.0146804
OAS1_0035_MR1	1.2617811	8.038181	1.4139622
OAS1_0039_MR1	1.6552564	7.7875953	1.199228
OAS1_0041_MR1	4.371649	11.125279	2.5076983
OAS1_0042_MR1	6.1428494	10.66366	3.4542775
OAS1_0044_MR1	4.004445	11.592792	2.6088226
OAS1_0046_MR1	4.635541	12.09927	2.1202626
OAS1_0052_MR1	4.2820745	11.952291	2.0074532
OAS1_0053_MR1	1.3612603	9.95444	0.03168374
OAS1_0056_MR1	1.516855	9.731555	0.4454793
OAS1_0058_MR1	1.4022758	8.707749	0.29410774
OAS1_0060_MR1	5.5597253	10.491976	2.8060906
OAS1_0062_MR1	4.1693034	12.208421	2.9973907
OAS1_0064_MR1	5.3216305	11.427111	3.723937
OAS1_0065_MR1	4.897656	10.690698	3.4683516
OAS1_0066_MR1	1.921721	10.343517	-0.018144546
OAS1_0067_MR1	5.75106	10.399269	4.0090103
OAS1_0068_MR1	1.5351865	7.7483	0.5568002
OAS1_0069_MR1	0.92060584	8.053844	0.42629114
OAS1_0070_MR1	0.8344084	9.426035	1.280404
OAS1_0071_MR1	1.7024642	7.9954586	0.37612075
OAS1_0072_MR1	2.1905987	8.296685	0.5554088
OAS1_0073_MR1	5.6071787	11.44972	2.9735518
OAS1_0074_MR1	2.0079129	10.178956	0.11239213
OAS1_0075_MR1	1.8875133	7.748145	1.5608642
OAS1_0078_MR1	5.336687	10.670106	4.0890512
OAS1_0082_MR1	1.4850563	8.003354	1.6240749
OAS1_0083_MR1	1.1856048	7.9397306	0.82509285
OAS1_0084_MR1	5.6074677	11.191765	3.9384003
OAS1_0085_MR1	1.0774454	8.245436	0.44823518
OAS1_0086_MR1	4.944886	11.930549	3.3262806
OAS1_0094_MR1	5.600249	10.529608	4.2005544
OAS1_0096_MR1	1.6749893	7.927602	1.5049843
OAS1_0098_MR1	1.1434699	8.828889	0.8578645
OAS1_0106_MR1	4.4082646	10.831594	3.2602904
OAS1_0109_MR1	2.1806395	8.133222	0.68113506
OAS1_0110_MR1	1.3007216	9.446826	0.9462874
OAS1_0112_MR1	4.151121	11.78139	2.2967827
OAS1_0113_MR1	1.1093916	7.8142433	0.47884434
OAS1_0114_MR1	6.022382	10.987177	3.1929865
OAS1_0115_MR1	4.5936923	10.016589	3.4204898
OAS1_0116_MR1	1.4033413	8.927019	0.95436794
OAS1_0120_MR1	1.649943	10.092585	0.54175556
OAS1_0122_MR1	1.2989836	9.640251	0.68342346
OAS1_0123_MR1	4.1879106	12.075406	2.7759953
OAS1_0124_MR1	1.5812582	9.882986	0.80998844
OAS1_0130_MR1	5.505364	10.871141	2.9929962
OAS1_0133_MR1	5.1115003	10.594741	3.7711854
OAS1_0134_MR1	5.376928	11.789731	2.888565
OAS1_0135_MR1	5.050596	11.922136	3.425158
