ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	2.2252991	-5.750723	0.029636519
OAS1_0003_MR1	4.429094	-0.102893084	2.2692745
OAS1_0010_MR1	2.4468865	-5.5725603	1.0038227
OAS1_0011_MR1	5.242071	0.64879334	2.1877203
OAS1_0013_MR1	5.584693	0.62852615	2.1818008
OAS1_0015_MR1	1.136609	-4.6495166	0.8687718
OAS1_0016_MR1	2.9090457	-5.5850267	0.7622662
OAS1_0018_MR1	0.33139426	-4.7103877	0.59181386
OAS1_0019_MR1	4.722388	-0.41723076	2.5497158
OAS1_0020_MR1	2.518403	-5.731237	0.26144376
OAS1_0021_MR1	0.19444351	-4.585215	1.3976364
OAS1_0022_MR1	1.3609343	-4.0704207	0.8003738
OAS1_0023_MR1	0.7076478	-4.9690623	1.197521
OAS1_0026_MR1	6.0181804	-0.12732191	2.3367174
OAS1_0028_MR1	0.24312924	-4.3413706	1.0576565
OAS1_0030_MR1	5.964709	0.976858	1.5534999
OAS1_0031_MR1	4.8821096	-0.11976109	2.4099798
OAS1_0032_MR1	6.3467298	0.86886936	1.370503
OAS1_0033_MR1	5.8148165	0.1337942	2.203061
OAS1_0034_MR1	1.8532482	-4.2019873	0.6568155
OAS1_0035_MR1	4.87317	-0.69061494	2.2843664
OAS1_0039_MR1	4.327537	-0.60481894	2.2896664
OAS1_0041_MR1	2.1025844	-4.4389443	0.7392112
OAS1_0042_MR1	0.20302746	-4.7113547	1.0088428
OAS1_0044_MR1	2.5399716	-5.2148275	0.41995975
OAS1_0046_MR1	2.091321	-5.640342	1.1714784
OAS1_0052_MR1	2.3457992	-5.445148	0.94089943
OAS1_0053_MR1	5.8395824	0.8285369	1.6093488
OAS1_0056_MR1	5.8446417	0.86621547	1.98931
OAS1_0058_MR1	5.1235576	0.18314043	2.8141212
OAS1_0060_MR1	0.7739488	-4.687719	1.3608348
OAS1_0062_MR1	2.075776	-5.7114587	0.107640535
OAS1_0064_MR1	0.8877743	-5.0175085	0.17636667
OAS1_0065_MR1	1.3288316	-4.46539	0.5563686
OAS1_0066_MR1	6.064411	1.2969577	1.3450738
OAS1_0067_MR1	0.34427842	-4.202976	0.5387477
OAS1_0068_MR1	4.454763	-0.10336351	2.8683407
OAS1_0069_MR1	4.8096604	-0.3985326	3.1223586
OAS1_0070_MR1	6.028905	-0.069472045	2.2072747
OAS1_0071_MR1	4.456221	0.18575081	2.6978803
OAS1_0072_MR1	4.390518	0.15764688	2.312124
OAS1_0073_MR1	0.9518019	-5.1086383	0.9259395
OAS1_0074_MR1	6.092601	1.236809	1.4243631
OAS1_0075_MR1	4.202007	-0.83308285	2.143854
OAS1_0078_MR1	0.7108493	-4.36948	0.27581853
OAS1_0082_MR1	4.7879496	-0.8057616	2.206522
OAS1_0083_MR1	4.720533	-0.50962746	2.7090075
OAS1_0084_MR1	0.5218842	-4.794359	0.26558122
OAS1_0085_MR1	4.9236646	-0.36568496	2.9416182
OAS1_0086_MR1	1.3575101	-5.449521	0.1648173
OAS1_0094_MR1	0.42797536	-4.2323327	0.32847267
OAS1_0096_MR1	4.5175138	-0.7178144	2.2042198
OAS1_0098_MR1	5.5489655	0.06528182	2.577185
OAS1_0106_MR1	1.758246	-4.3538136	0.52164304
OAS1_0109_MR1	4.351336	0.09010419	2.3692932
OAS1_0110_MR1	5.758493	0.4018979	2.3693085
OAS1_0112_MR1	2.5901372	-5.493633	0.77376866
OAS1_0113_MR1	4.6675954	-0.08508784	3.021668
OAS1_0114_MR1	0.47946358	-4.8337426	1.218884
OAS1_0115_MR1	1.4086329	-3.8396902	0.9195263
OAS1_0116_MR1	5.4042563	-0.075881906	2.344563
OAS1_0120_MR1	5.9670787	1.1083815	1.9308684
OAS1_0122_MR1	6.126732	0.6507122	2.1199934
OAS1_0123_MR1	2.225283	-5.6639204	0.103404365
OAS1_0124_MR1	5.978056	1.0950617	2.2310436
OAS1_0130_MR1	0.92717206	-4.871593	1.1550574
OAS1_0133_MR1	1.10177	-4.356811	0.7759547
OAS1_0134_MR1	1.3604269	-5.4905014	0.65700185
