ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	10.888489	6.632172	5.9759526
OAS1_0003_MR1	8.610016	9.261737	9.353996
OAS1_0010_MR1	11.412937	7.511132	5.887844
OAS1_0011_MR1	9.4924965	8.704309	9.523181
OAS1_0013_MR1	9.755572	8.300573	9.96799
OAS1_0015_MR1	10.190841	7.941107	5.2409368
OAS1_0016_MR1	11.242949	7.3190627	6.7638946
OAS1_0018_MR1	9.351243	8.047853	4.7981224
OAS1_0019_MR1	8.598365	8.759117	9.834481
OAS1_0020_MR1	11.126287	6.8343906	6.319606
OAS1_0021_MR1	9.370853	8.918931	4.814397
OAS1_0022_MR1	9.728557	8.242245	5.7203293
OAS1_0023_MR1	10.069244	8.165543	4.686552
OAS1_0026_MR1	9.077199	7.822511	9.814729
OAS1_0028_MR1	9.129695	8.719481	5.1010003
OAS1_0030_MR1	10.328374	8.876366	9.770499
OAS1_0031_MR1	8.841016	8.769755	9.758411
OAS1_0032_MR1	10.658851	8.289474	9.158375
OAS1_0033_MR1	9.4143305	7.8116736	9.937205
OAS1_0034_MR1	10.154555	8.002001	6.2170463
OAS1_0035_MR1	8.346208	8.653351	9.516029
OAS1_0039_MR1	8.35362	9.191677	9.626716
OAS1_0041_MR1	10.4275465	7.9464536	6.2396235
OAS1_0042_MR1	9.284797	8.441065	4.633685
OAS1_0044_MR1	10.821118	7.3728905	6.226946
OAS1_0046_MR1	11.212112	7.680785	5.431361
OAS1_0052_MR1	11.231013	7.636006	6.2314663
OAS1_0053_MR1	10.200613	8.695763	10.079718
OAS1_0056_MR1	9.972332	8.457142	9.8104105
OAS1_0058_MR1	9.375533	8.853684	10.276396
OAS1_0060_MR1	10.036264	8.662173	4.908883
OAS1_0062_MR1	10.666062	6.753049	5.8969483
OAS1_0064_MR1	9.638896	7.463173	4.9852843
OAS1_0065_MR1	9.843554	8.146532	5.4187126
OAS1_0066_MR1	10.7347145	8.586714	9.571556
OAS1_0067_MR1	8.798581	8.447772	5.194723
OAS1_0068_MR1	8.808431	9.211394	10.285078
OAS1_0069_MR1	8.813027	8.674632	10.685919
OAS1_0070_MR1	9.114492	7.6547084	9.546033
OAS1_0071_MR1	8.782378	9.4682455	10.025974
OAS1_0072_MR1	8.996315	9.484283	9.456016
OAS1_0073_MR1	10.223089	7.7882924	4.68827
OAS1_0074_MR1	10.609575	8.485586	9.6704445
OAS1_0075_MR1	8.000162	9.184926	9.145298
OAS1_0078_MR1	9.06367	8.023367	5.304796
OAS1_0082_MR1	8.13538	8.672333	9.237062
OAS1_0083_MR1	8.445332	8.834989	10.161135
OAS1_0084_MR1	9.455256	7.642829	4.964361
OAS1_0085_MR1	8.918508	8.692873	10.523523
OAS1_0086_MR1	10.3622	6.9159446	5.2475343
OAS1_0094_MR1	8.762103	8.297039	5.3512673
OAS1_0096_MR1	8.191706	8.991566	9.165811
OAS1_0098_MR1	9.169476	8.195715	10.055929
OAS1_0106_MR1	10.058018	7.92902	5.9879403
OAS1_0109_MR1	8.7697935	9.519902	9.556329
OAS1_0110_MR1	9.412352	8.142473	9.779966
OAS1_0112_MR1	11.270901	7.336967	6.072478
OAS1_0113_MR1	8.675409	8.991751	10.533332
OAS1_0114_MR1	9.717721	8.480694	4.5487385
OAS1_0115_MR1	9.45183	8.462294	6.082332
OAS1_0116_MR1	9.190084	8.454298	9.792867
OAS1_0120_MR1	10.223175	8.291866	9.885618
OAS1_0122_MR1	9.82548	7.894126	9.799664
OAS1_0123_MR1	11.169215	6.831637	5.7621903
OAS1_0124_MR1	9.995423	8.078582	9.556956
OAS1_0130_MR1	10.099473	8.246053	4.809615
OAS1_0133_MR1	9.638207	8.054009	5.334522
OAS1_0134_MR1	10.569753	7.2925024	4.836992
OAS1_0135_MR1	10.279183	6.791817	5.13375
OAS1_0137_MR1	9.815617	8.38433	9.316061
OAS1_0138_MR1	8.085396	9.479776	9.534493
OAS1_0139_MR1	10.776525	6.874256	5.5158186
OAS1_0142_MR1	9.36047	7.9912944	10.322973
OAS1_0143_MR1	11.011722	7.4415245	5.552208
OAS1_0146_MR1	10.215151	7.5300016	4.9293194
OAS1_0155_MR1	11.314029	7.172417	6.2553453
OAS1_0157_MR1	11.081764	7.545114	6.880088
OAS1_0158_MR1	10.517872	8.350323	9.55558
OAS1_0161_MR1	9.190774	8.5630455	10.3529415
OAS1_0164_MR1	10.434811	8.672607	9.902184
OAS1_0165_MR1	9.841296	8.647105	10.282367
OAS1_0166_MR1	9.002154	8.006049	9.921287
OAS1_0169_MR1	10.025988	7.2558904	5.5383377
OAS1_0170_MR1	9.340319	9.144673	9.498409
OAS1_0176_MR1	10.699354	7.5129275	4.9154844
OAS1_0177_MR1	9.843009	7.091661	5.1477003
OAS1_0179_MR1	8.583872	9.144674	10.595706
OAS1_0180_MR1	11.317358	7.059414	5.712397
OAS1_0181_MR1	10.858022	7.691947	5.6825676
OAS1_0184_MR1	9.54343	8.244435	4.697043
OAS1_0185_MR1	9.937393	8.430458	5.622028
OAS1_0186_MR1	10.324881	7.1699476	5.5552073
OAS1_0188_MR1	9.895801	7.995689	9.147426
OAS1_0195_MR1	10.078369	8.842468	5.6175437
OAS1_0197_MR1	10.892798	7.3956676	5.198809
OAS1_0199_MR1	9.554111	8.815264	4.6202397
OAS1_0200_MR1	9.710531	8.693051	5.9326296
OAS1_0201_MR1	9.594205	7.7913694	5.4724603
OAS1_0203_MR1	8.488488	9.276998	10.065219
