ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	6.6002965	15.455944	-0.31564415
OAS1_0003_MR1	0.64560634	0.7082435	13.272488
OAS1_0010_MR1	11.291224	11.51181	11.419514
OAS1_0011_MR1	1.0124654	10.234508	5.3818274
OAS1_0013_MR1	1.3377585	10.493552	5.0562625
OAS1_0015_MR1	15.062932	5.8328023	5.7026925
OAS1_0016_MR1	6.3211656	15.607676	5.5223885
OAS1_0018_MR1	8.797341	4.0610285	13.83578
OAS1_0019_MR1	0.80454695	2.666691	6.8756967
OAS1_0020_MR1	6.550411	15.405967	-0.3652977
OAS1_0021_MR1	10.0565195	-1.4474351	9.763047
OAS1_0022_MR1	15.049817	-2.2371612	5.9344273
OAS1_0023_MR1	15.427501	5.6054907	6.1114264
OAS1_0026_MR1	-3.796753	2.2566242	5.135521
OAS1_0028_MR1	10.056528	-1.4474392	9.763063
OAS1_0030_MR1	2.4320824	10.894911	4.565649
OAS1_0031_MR1	0.8045935	2.6666822	6.875749
OAS1_0032_MR1	5.4622016	13.668315	-6.9299574
OAS1_0033_MR1	-3.5248876	2.5278294	5.407605
OAS1_0034_MR1	6.331294	7.16537	-2.1405153
OAS1_0035_MR1	-3.869439	5.061943	7.885274
OAS1_0039_MR1	-4.1783853	-7.705992	5.1576676
OAS1_0041_MR1	6.3668413	7.2018642	-2.1206238
OAS1_0042_MR1	8.796346	4.05801	13.840479
OAS1_0044_MR1	6.4467673	7.280741	-2.2453156
OAS1_0046_MR1	11.317253	11.58929	11.338231
OAS1_0052_MR1	11.272966	11.28517	11.663059
OAS1_0053_MR1	1.4044702	10.154816	5.0341005
OAS1_0056_MR1	1.9546373	10.834821	4.6684923
OAS1_0058_MR1	5.4875274	7.7601933	10.176404
OAS1_0060_MR1	15.204218	5.84747	5.8848104
OAS1_0062_MR1	6.549586	15.404948	-0.3658034
OAS1_0064_MR1	5.961798	6.54882	-1.6974723
OAS1_0065_MR1	15.116585	-2.3037343	5.9999495
OAS1_0066_MR1	2.669793	10.811627	4.3719397
OAS1_0067_MR1	6.4802403	-3.1300635	6.5562596
OAS1_0068_MR1	1.562757	-2.6007662	3.1261313
OAS1_0069_MR1	1.6366273	-2.2290418	2.766647
OAS1_0070_MR1	-3.7472544	2.3056867	5.184714
OAS1_0071_MR1	1.4550585	-2.7854664	3.302982
OAS1_0072_MR1	0.67767745	0.7405249	13.240022
OAS1_0073_MR1	15.51779	5.5748563	6.2161627
OAS1_0074_MR1	2.7367153	10.7772455	4.3228216
OAS1_0075_MR1	-4.0260644	-7.858302	5.0053964
OAS1_0078_MR1	9.215572	2.528871	-6.995535
OAS1_0082_MR1	-3.869433	5.0618696	7.885215
OAS1_0083_MR1	5.301814	7.573888	10.362878
OAS1_0084_MR1	5.9650817	6.536956	-1.6838923
OAS1_0085_MR1	5.338992	7.611025	10.325879
OAS1_0086_MR1	5.667779	6.6826615	-1.8948586
OAS1_0094_MR1	6.4802456	-3.1300793	6.556262
OAS1_0096_MR1	-4.1184344	-7.76752	5.0969625
OAS1_0098_MR1	-3.658026	2.3961957	5.2748885
OAS1_0106_MR1	6.285095	7.11789	-2.1021492
OAS1_0109_MR1	0.6972551	0.75984335	13.22095
OAS1_0110_MR1	0.82630694	10.823572	5.1601124
OAS1_0112_MR1	11.211421	11.272777	11.6599865
OAS1_0113_MR1	1.5553159	-2.39789	2.946799
OAS1_0114_MR1	15.147628	5.787307	5.795788
OAS1_0115_MR1	1.6645997	-2.1523988	2.6752832
OAS1_0116_MR1	0.8139155	10.830028	5.1635413
OAS1_0120_MR1	2.0210075	10.773375	4.722148
OAS1_0122_MR1	1.217409	10.6594095	5.064997
OAS1_0123_MR1	6.4142776	15.2706	-0.5035477
OAS1_0124_MR1	2.0910628	10.7139015	4.7837834
OAS1_0130_MR1	15.155629	5.8105106	5.8135734
OAS1_0133_MR1	9.177382	2.4930527	-6.9576106
OAS1_0134_MR1	15.603919	5.4842777	6.3008857
OAS1_0135_MR1	5.5579376	6.6096306	-1.8403368
OAS1_0137_MR1	1.0461885	10.212637	5.350726
OAS1_0138_MR1	-4.0671945	-7.8167534	5.0467
OAS1_0139_MR1	6.673098	15.527929	-0.24076895
OAS1_0142_MR1	-3.5018287	2.5506628	5.43056
OAS1_0143_MR1	11.169016	11.308827	11.650215
OAS1_0146_MR1	15.613518	5.538498	6.3227677
OAS1_0155_MR1	11.148112	11.141376	11.807504
OAS1_0157_MR1	6.321197	15.607718	5.5223947
OAS1_0158_MR1	5.462197	13.668334	-6.9300075
OAS1_0161_MR1	5.4470835	7.7192855	10.217623
OAS1_0164_MR1	2.417643	10.898828	4.552195
OAS1_0165_MR1	1.3829827	10.184213	5.0419827
OAS1_0166_MR1	-3.6113315	2.443007	5.321824
OAS1_0169_MR1	6.0236216	6.876637	-2.0354831
OAS1_0170_MR1	1.023119	10.184361	5.396167
OAS1_0176_MR1	15.753047	5.417024	6.470433
OAS1_0177_MR1	5.820574	6.7500095	-1.9342107
OAS1_0179_MR1	1.5076493	-2.4609144	3.0138164
OAS1_0180_MR1	6.518995	15.375778	-0.4002346
OAS1_0181_MR1	11.115214	11.366055	11.642822
OAS1_0184_MR1	8.833265	4.03119	13.793566
OAS1_0185_MR1	15.123954	-2.3113735	6.0100737
OAS1_0186_MR1	6.078364	6.937747	-2.1189122
OAS1_0188_MR1	1.1796986	10.693557	5.0705185
OAS1_0195_MR1	1.8126726	-1.9872497	2.4812233
