ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	11.670609	3.7179363	6.7860475
OAS1_0003_MR1	10.782084	-0.3889922	5.3982353
OAS1_0010_MR1	11.932685	3.966504	5.7881794
OAS1_0011_MR1	11.886716	-0.08734972	5.3289914
OAS1_0013_MR1	12.0772295	0.20145419	5.000935
OAS1_0015_MR1	10.314608	4.5401897	6.7536516
OAS1_0016_MR1	12.161646	3.3607864	5.7915893
OAS1_0018_MR1	10.069882	3.6496894	6.8190284
OAS1_0019_MR1	10.813278	-0.49824336	4.7803173
OAS1_0020_MR1	12.001622	3.4720542	6.303457
OAS1_0021_MR1	9.577838	3.6498215	6.252042
OAS1_0022_MR1	9.929329	4.8527384	6.9288187
OAS1_0023_MR1	10.176691	4.148911	6.156612
OAS1_0026_MR1	12.18585	-0.33548683	4.5858197
OAS1_0028_MR1	9.588555	3.4351997	6.784706
OAS1_0030_MR1	12.137474	0.92426556	5.056039
OAS1_0031_MR1	11.218504	-0.5931941	4.834852
OAS1_0032_MR1	12.282264	1.6937888	5.291926
OAS1_0033_MR1	12.150938	-0.12229615	4.8284526
OAS1_0034_MR1	10.580546	5.011487	6.796717
OAS1_0035_MR1	10.381119	-0.1711408	4.7047153
OAS1_0039_MR1	10.411466	-0.5303427	4.9427075
OAS1_0041_MR1	11.08369	4.8648715	6.283129
OAS1_0042_MR1	9.712615	3.6681519	6.511405
OAS1_0044_MR1	12.000704	3.8808627	6.3063874
OAS1_0046_MR1	11.589881	4.1927266	5.7397766
OAS1_0052_MR1	11.855973	3.994689	5.805672
OAS1_0053_MR1	12.427945	0.854998	4.7931023
OAS1_0056_MR1	12.284375	0.49977678	5.1101556
OAS1_0058_MR1	11.47065	0.17277054	4.9837346
OAS1_0060_MR1	9.801049	4.4944544	6.2078004
OAS1_0062_MR1	11.886159	3.9381545	6.690199
OAS1_0064_MR1	10.5967	3.9323165	7.083322
OAS1_0065_MR1	10.212104	4.70126	7.0419574
OAS1_0066_MR1	12.454775	1.3822675	4.938945
OAS1_0067_MR1	9.708854	3.4601333	7.070026
OAS1_0068_MR1	10.746711	-0.1873483	4.857706
OAS1_0069_MR1	11.077202	0.092512995	4.3387747
OAS1_0070_MR1	12.367147	-0.19495551	4.4739404
OAS1_0071_MR1	10.911697	-0.17014505	5.0700397
OAS1_0072_MR1	11.031155	-0.35052744	5.5810037
OAS1_0073_MR1	10.55393	4.109907	6.35427
OAS1_0074_MR1	12.365071	1.3233123	5.066855
OAS1_0075_MR1	10.072457	-0.23390403	5.1450925
OAS1_0078_MR1	9.946498	3.9073627	7.368044
OAS1_0082_MR1	10.219096	-0.1545228	4.870149
OAS1_0083_MR1	10.886696	-0.33893165	4.552032
OAS1_0084_MR1	10.290455	3.7134097	7.1025305
OAS1_0085_MR1	11.193868	-0.0923014	4.5316167
OAS1_0086_MR1	11.159152	4.1000314	6.9210095
OAS1_0094_MR1	9.821738	3.5203428	7.263348
OAS1_0096_MR1	10.269208	-0.35969678	4.9347935
OAS1_0098_MR1	11.758191	-0.28846475	4.8689003
OAS1_0106_MR1	10.62519	4.9404464	7.0345316
OAS1_0109_MR1	10.900275	-0.4225684	5.5807357
OAS1_0110_MR1	12.331225	-0.09543546	5.078598
OAS1_0112_MR1	12.019701	3.8848033	6.051839
OAS1_0113_MR1	10.916195	-0.1247938	4.4475956
OAS1_0114_MR1	9.955428	4.018251	6.287481
OAS1_0115_MR1	9.593798	4.7204204	6.99379
OAS1_0116_MR1	11.809031	-0.28617182	5.081934
OAS1_0120_MR1	12.552161	0.74309933	5.2176576
OAS1_0122_MR1	12.355411	0.21996847	4.9883947
OAS1_0123_MR1	11.749995	3.7698433	6.509228
OAS1_0124_MR1	12.481474	0.40215608	5.268259
OAS1_0130_MR1	10.11453	4.4318137	6.4250393
OAS1_0133_MR1	9.981717	4.3586655	7.204888
OAS1_0134_MR1	10.909186	4.016518	6.371884
OAS1_0135_MR1	11.129884	3.9185905	6.9816217
OAS1_0137_MR1	12.374519	0.11337222	5.370265
OAS1_0138_MR1	10.142502	-0.24924311	5.3836784
OAS1_0139_MR1	11.653049	4.1277423	6.5625653
OAS1_0142_MR1	12.123357	0.06432429	4.514313
OAS1_0143_MR1	11.484564	4.290565	6.121551
OAS1_0146_MR1	10.679197	4.208247	6.585141
OAS1_0155_MR1	11.99211	3.594971	5.918306
OAS1_0157_MR1	12.25854	3.1309304	5.6578865
OAS1_0158_MR1	12.238367	1.2066662	4.9837055
