ID	UMAP_X	UMAP_Y	UMAP_Z
OAS1_0002_MR1	11.687243	13.07999	3.3038557
OAS1_0003_MR1	-5.9049516	8.548641	16.437304
OAS1_0010_MR1	4.749967	13.611154	2.3402014
OAS1_0011_MR1	-0.41898412	13.138036	5.9111996
OAS1_0013_MR1	-0.45705754	13.493463	5.425009
OAS1_0015_MR1	13.602165	4.5942492	2.727946
OAS1_0016_MR1	7.328116	12.621117	-3.9360201
OAS1_0018_MR1	16.02869	1.290269	13.079616
OAS1_0019_MR1	-2.3433075	2.6958182	12.454172
OAS1_0020_MR1	11.82674	13.219468	3.443536
OAS1_0021_MR1	3.9554262	1.3288016	16.068466
OAS1_0022_MR1	12.935037	0.09404606	-10.955458
OAS1_0023_MR1	13.546333	5.0866838	2.145906
OAS1_0026_MR1	-5.7310014	4.981576	12.630689
OAS1_0028_MR1	3.954207	1.3296958	16.068777
OAS1_0030_MR1	-1.0567515	13.393265	4.2855825
OAS1_0031_MR1	-2.3432703	2.6957767	12.454168
OAS1_0032_MR1	4.3078933	17.56512	2.926189
OAS1_0033_MR1	-5.373774	5.3396463	12.988717
OAS1_0034_MR1	6.08808	9.576283	3.533451
OAS1_0035_MR1	5.4900355	2.7636597	10.468091
OAS1_0039_MR1	-6.0218573	-2.3472257	19.075407
OAS1_0041_MR1	5.9966	9.488271	3.4440837
OAS1_0042_MR1	16.051884	1.2670665	13.103151
OAS1_0044_MR1	6.2767487	9.750726	3.586623
OAS1_0046_MR1	4.876193	13.598211	2.4037924
OAS1_0052_MR1	4.5171313	13.618823	2.210618
OAS1_0053_MR1	-0.7719645	13.177567	5.424713
OAS1_0056_MR1	-0.62907994	13.411706	4.638386
OAS1_0058_MR1	-8.47935	-3.0608368	-2.1436582
OAS1_0060_MR1	13.407513	4.819612	2.5329635
OAS1_0062_MR1	11.541123	12.933552	3.157646
OAS1_0064_MR1	6.7690563	9.971343	4.386889
OAS1_0065_MR1	12.9168005	0.11226967	-10.97365
OAS1_0066_MR1	-1.0923964	13.268092	3.9895604
OAS1_0067_MR1	4.072822	-2.9001281	5.173751
OAS1_0068_MR1	3.4074695	2.3419414	-3.011332
